,band_singer,ranking,song,title,genre,year,active_years
5597,Drake,97,0 to 100 / The Catch Up,0 to 100 / The Catch Up,['Hip hop'],2014,2001–present
5598,Lee Brice,98,"[""I Don't Dance""]",I Don't Dance,['Country'],2014,2007–present
5599,Miranda Lambert,99,"[""Somethin' Bad""]",Somethin' Bad,['Country rock'],2014,2000–present 2005–present
5600,Miley Cyrus,100,Adore You,Adore You,"['Pop', 'R&B']",2014,2001–present
5601,Mark Ronson,1,Uptown Funk,Uptown Funk,"['Funk-pop', 'soul', 'boogie', 'disco-pop', 'Minneapolis sound']",2015,1993–present 2004–present
5602,Ed Sheeran,2,Thinking Out Loud,Thinking Out Loud,['Blue-eyed soul'],2015,2004–present
5603,Wiz Khalifa,3,See You Again,See You Again,['Hip hoppop rap'],2015,2005–present 2009–present
5604,Fetty Wap,4,Trap Queen,Trap Queen,"['lo-fi hip hop', 'trap', 'R&B', 'pop-rap']",2015,2013–present
5605,Maroon 5,5,Sugar,Sugar,"['Disco', 'funk-pop', 'soul']",2015,1994–present
5606,Walk the Moon,6,Shut Up and Dance,Shut Up and Dance,"['New wave', 'pop rock', 'power pop', 'electronic rock', 'alternative rock']",2015,2008–2019 2021–present
5607,Taylor Swift,7,Blank Space,Blank Space,['Electropop'],2015,2004–present
5608,Silentó,8,Watch Me,Watch Me,['Snap'],2015,2015–2021
5609,The Weeknd,9,Earned It,Earned It,"['Chamber pop', 'R&B']",2015,2009–present
5610,The Weeknd,10,The Hills,The Hills,['Alternative R&Btrapindustrialelectronic'],2015,2009–present
5611,OMI,11,Cheerleader,Cheerleader/Felix Jaehn,"['Reggae fusion (original version)', 'deep house (Felix Jaehn remix)']",2015,2011–present
5612,The Weeknd,12,"[""Can't Feel My Face""]",Can't Feel My Face,['Popdiscofunk'],2015,2009–present
5613,Ellie Goulding,13,Love Me Like You Do,Love Me Like You Do,['Electropop'],2015,2009–present
5614,Hozier,14,Take Me to Church,Take Me to Church,"['Alternative rock', 'blues rock', 'soul', 'gospel-pop']",2015,2008–present
5615,Taylor Swift,15,Bad Blood,Bad Blood,['Pop'],2015,2004–present 2003–present
5616,Major Lazer,16,Lean On,Lean On,"['Electronic', 'bhangra', 'moombahton']",2015,2008–present 2000–present 2006–present
5617,Jason Derulo,17,Want to Want Me,Want to Want Me,['Popdisco'],2015,2006–present
5618,Taylor Swift,18,Shake It Off,Shake It Off,['Dance-pop'],2015,2004–present
5619,Skrillex,19,Where Are Ü Now,Where Are Ü Now,"['EDM', 'futurepop']",2015,2004–present 1997–present 2013–2016 2007–present
5620,Rachel Platten,20,Fight Song,Fight Song,['Pop rock'],2015,2002–present
5621,Fetty Wap,21,679,679,['Hip hop'],2015,2013–present
5622,Meghan Trainor,22,Lips Are Movin,Lips Are Movin,"['Doo-wop', 'pop']",2015,2009–present
5623,Fifth Harmony,23,Worth It,Worth It,"['Dance-pop', 'R&B']",2015,2012–2018 2009–present
5624,Omarion,24,Post to Be,Post to Be,['Hip hopR&Bhyphy'],2015,1998–present 2002–present 2002–present
5625,Andy Grammer,25,"[""Honey, I'm Good.""]","Honey, I'm Good.","['Pop rock', 'pop', 'country pop']",2015,2007–present
5626,Sam Smith,26,"[""I'm Not the Only One""]",I'm Not the Only One,['Soul'],2015,2008–present
5627,Selena Gomez,27,Good for You,Good for You,"['Pop', 'electro-R&B']",2015,2002–present 2007–present
5628,Meghan Trainor,28,All About That Bass,All About That Bass,"['Bubblegum pop', 'doo-wop', 'hip hop']",2015,2009–present
5629,Taylor Swift,29,Style,Style,"['Funk-pop', 'pop rock', 'synth-pop', 'italo disco']",2015,2004–present
5630,Drake,30,Hotline Bling,Hotline Bling,['PopR&B'],2015,2001–present
5631,David Guetta,31,Hey Mama,Hey Mama,['Electro housetrap'],2015,1986–present 2004–present 2010–present 2007–present
5632,Flo Rida,32,G.D.F.R.,G.D.F.R.,"['Hip hop', 'trap']",2015,2000–present 2008–present 2013–present
5633,Justin Bieber,33,What Do You Mean?,What Do You Mean?,['Poptropical house'],2015,2007–present
5634,Ed Sheeran,34,Photograph,Photograph,['Folk-pop'],2015,2004–present
5635,Adele,35,Hello,Hello,['Soul'],2015,2006–present
5636,Shawn Mendes,36,Stitches,Stitches,['Pop'],2015,2013–present
5637,Tove Lo,37,Talking Body,Talking Body,['Electropop'],2015,2006–present
5638,Nick Jonas,38,Jealous,Jealous,['PopR&B'],2015,2000–present
5639,Pitbull,39,Time of Our Lives,Time of Our Lives,['Dance-pop'],2015,2000–present 1998–present
5640,R. City,40,Locked Away,Locked Away,['Dancehallreggae fusion'],2015,2003–present 1994–present
5641,Natalie La Rose,41,Somebody,Somebody,['ElectroR&B'],2015,2010–2016 2022–present 2008–present
5642,Rihanna,42,FourFiveSeconds,FourFiveSeconds,['Acousticfolksoul'],2015,2003–present 1996–present 1957–present
5643,Fall Out Boy,43,Centuries,Centuries,"['Pop rock', 'alternative rock', 'arena rock']",2015,2001–2009 2013–present
5644,Fetty Wap,44,My Way,My Way,['Hip hopR&B'],2015,2013–present
5645,Sam Hunt,45,Take Your Time,Take Your Time,"['Country', 'R&B']",2015,2008–present
5646,Maroon 5,46,Animals,Animals,[],2015,1994–present
5647,Big Sean,47,"[""I Don't Fuck with You""]",I Don't Fuck with You,[],2015,2007–present 1986–present
5648,Rihanna,48,Bitch Better Have My Money,Bitch Better Have My Money,['Trap'],2015,2003–present
5649,Rich Homie Quan,49,"Flex (Ooh, Ooh, Ooh)","Flex (Ooh, Ooh, Ooh)",[],2015,2011–present
5650,T-Wayne,50,Nasty Freestyle,Nasty Freestyle,['Hip hop'],2015,2006–present
5651,Nicki Minaj,51,Only,Only,['Hip hop'],2015,2004–present 2001–present 1995–present 2002–present
5652,Sia,52,Elastic Heart,Elastic Heart,['Electropoppoptrap'],2015,1995–present
5653,Demi Lovato,53,Cool for the Summer,Cool for the Summer,"['Pop', 'pop rock']",2015,2002–present
5654,X Ambassadors,54,Renegades,Renegades,['Alternative rock'],2015,2009–present
5655,Usher,55,"[""I Don't Mind""]",I Don't Mind,['Electro-R&Bhip hop'],2015,1993–present 1987–present
5656,Ariana Grande,56,Love Me Harder,Love Me Harder,"['Pop', 'synthwave', 'synth-pop', 'R&B']",2015,2008–present 2009–present
5657,Taylor Swift,57,Wildest Dreams,Wildest Dreams,"['Dream pop', 'synth-pop']",2015,2004–present
5658,Sam Smith,58,Stay with Me,Stay with Me,['Soul'],2015,2008–present
5659,DJ Snake,59,You Know You Like It,You Know You Like It,['Trapelectronic'],2015,2000–present 2012–2023
5660,Fall Out Boy,60,Uma Thurman,Uma Thurman,"['Pop rock', 'surf rock']",2015,2001–2009 2013–present
5661,Beyoncé,61,7/11,7/11,"['Hip hop', 'trap']",2015,1997–present
5662,Selena Gomez,62,The Heart Wants What It Wants,The Heart Wants What It Wants,['PopR&B'],2015,2002–present
5663,Little Big Town,63,Girl Crush,Girl Crush,['Countryblue-eyed soul'],2015,1998–present
5664,Trey Songz,64,Slow Motion,Slow Motion,['R&B'],2015,2003–present
5665,One Direction,65,Drag Me Down,Drag Me Down,['Pop rock'],2015,2010–2016
5666,Nicki Minaj,66,Truffle Butter,Truffle Butter,['Hip hophouse'],2015,2004–present 2001–present 1995–present
5667,Ariana Grande,67,One Last Time,One Last Time,"['Dance-pop', 'EDM']",2015,2008–present
5668,Nick Jonas,68,Chains,Chains,['R&B'],2015,2000–present
5669,Meek Mill,69,All Eyes on You,All Eyes on You,['Hip hopR&B'],2015,2003–present 2002–present 2004–present
5670,Rae Sremmurd,70,No Type,No Type,['Hip hoptrap'],2015,2010–present
5671,Vance Joy,71,Riptide,Riptide,"['Indie folk', 'folk-pop', 'alternative rock']",2015,2013–present
5672,Jidenna,72,Classic Man,Classic Man,['Hip hop'],2015,2015–present 2012–present
5673,Elle King,73,s & Oh,Ex's & Oh's,"['Pop rock', 'blues rock', 'alternative rock']",2015,1998–present
5674,Meghan Trainor,74,Dear Future Husband,Dear Future Husband,"['Doo-wop', 'pop']",2015,2009–present
5675,Charlie Puth,75,Marvin Gaye,Marvin Gaye,"['Doo-wop', 'soul']",2015,2009–present 2009–present
5676,Meghan Trainor,76,"[""Like I'm Gonna Lose You""]",Like I'm Gonna Lose You,['Soul'],2015,2009–present 1997–present
5677,Tove Lo,77,Habits (Stay High),Habits (Stay High),['Popelectropop'],2015,2006–present
5678,James Newton Howard,78,The Hanging Tree,The Hanging Tree,['Folk'],2015,1975–present 2006–present
5679,O.T. Genasis,79,CoCo,CoCo,['Gangsta raptrap'],2015,2011
5680,Jessie J,80,Bang Bang,Bang Bang,['Pop'],2015,2005–present 2008–present 2004–present
5681,Sam Smith,81,Lay Me Down,Lay Me Down,['SoulR&B'],2015,2008–present
5682,ILoveMakonnen,82,Tuesday,Tuesday,"['Cloud rap', 'alternative R&B']",2015,2008–present 2001–present
5683,iLoveMemphis,83,Hit the Quan,Hit the Quan,['Hip hop'],2015,2014–present
5684,Macklemore & Ryan Lewis,84,Downtown,Downtown,['Hip hop'],2015,2009–2016 2004 1978–present 1978–present 1978–present
5685,Sam Hunt,85,House Party,House Party,"['Country', 'country pop', 'pop rock']",2015,2008–present
5686,Chris Brown,86,Ayo,Ayo,['West Coast hip hoppop-rap'],2015,2002–present 2004–present
5687,Luke Bryan,87,Kick the Dust Up,Kick the Dust Up,['Country-rock'],2015,1996–present
5688,Big Sean,88,Blessings,Blessings,"['Hip hop', 'trap']",2015,2007–present 2001–present 1996–present
5689,George Ezra,89,Budapest,Budapest,['Folk rock'],2015,2013–present
5690,Sia,90,Chandelier,Chandelier,['Electropop'],2015,1995–present
5691,Kelly Clarkson,91,Heartbeat Song,Heartbeat Song,['Synth-pop'],2015,2000–present
5692,Ed Sheeran,92,"[""Don't""]",Don't,"['R&B', 'hip-hop']",2015,2004–present
5693,Ella Henderson,93,Ghost,Ghost,['PopR&B'],2015,2012–present
5694,Alessia Cara,94,Here,Here,"['Pop', 'R&B']",2015,2014–present
5695,Mr Probz,95,Waves,Waves/Robin Schulz,['Soft rockR&B'],2015,1999–present
5696,Nicky Jam,96,El Perdón,El Perdón,['Latin popreggaeton'],2015,1995–present 1995–present
5697,Ne-Yo,97,She Knows,She Knows,"['R&B', 'trap', 'hip hop']",2015,1998–present 1987–present
5698,One Direction,98,Night Changes,Night Changes,['Folk-pop'],2015,2010–2016
5699,Drake,99,Back to Back,Back to Back,['Trap'],2015,2001–present
5700,Calvin Harris,100,How Deep Is Your Love,How Deep Is Your Love,['Deep house'],2015,2002–present 2013–present
5701,Justin Bieber,1,Love Yourself,Love Yourself,['Pop'],2016,2007–present
5702,Justin Bieber,2,Sorry,Sorry,['Dancehall poptropical housemoombahton'],2016,2007–present
5703,Drake,3,One Dance,One Dance,['DancehallafrobeatspopUK funky'],2016,2001–present 2001–present 2008–present
5704,Rihanna,4,Work,Work,['Dancehallreggae-popR&B'],2016,2003–present 2001–present
5705,Twenty One Pilots,5,Stressed Out,Stressed Out,"['Alternative hip hop', 'alternative rock', 'rap rock']",2016,2009–present
5706,Desiigner,6,Panda,Panda,"['Hip hop', 'trap']",2016,2015–present
5707,Adele,7,Hello,Hello,['Soul'],2016,2006–present
5708,The Chainsmokers,8,"[""Don't Let Me Down""]",Don't Let Me Down,['EDM trap'],2016,2012–present 2015–present
5709,Justin Timberlake,9,"[""Can't Stop the Feeling!""]",Can't Stop the Feeling!,"['Disco-pop', 'soul-pop']",2016,1992–present
5710,The Chainsmokers,10,Closer,Closer,"['Future bass', 'pop']",2016,2012–present 2012–present
5711,Sia,11,Cheap Thrills,Cheap Thrills,"['Dancehall', 'tropical', 'pop']",2016,1995–present 1994–present
5712,Lukas Graham,12,7 Years,7 Years,['Soul-pop'],2016,2011–present
5713,Rihanna,13,Needed Me,Needed Me,['Electro-R&B'],2016,2003–present
5714,Flo Rida,14,My House,My House,"['Pop-rap', 'dance-pop']",2016,2000–present
5715,Mike Posner,15,I Took a Pill in Ibiza,I Took a Pill in Ibiza,['Folk pop (original version)Tropical house (SeeB remix)'],2016,2007–present
5716,Fifth Harmony,16,Work from Home,Work from Home,['R&B'],2016,2012–2018 2004–present
5717,Calvin Harris,17,This Is What You Came For,This Is What You Came For,"['EDM', 'house', 'eurodance']",2016,2002–present 2003–present
5718,DNCE,18,Cake by the Ocean,Cake by the Ocean,"['Pop', 'R&B', 'dance', 'disco-funk']",2016,2015
5719,G-Eazy,19,"Me, Myself & I","Me, Myself & I",['Pop-rap'],2016,2006–present 2010–present
5720,Twenty One Pilots,20,Ride,Ride,"['Alternative hip hop', 'reggae', 'dub', 'rock', 'electropop']",2016,2009–present
5721,Twenty One Pilots,21,Heathens,Heathens,"['Alternative rock', 'rap rock', 'alternative hip hop']",2016,2009–present
5722,Zayn,22,Pillowtalk,Pillowtalk,"['Alternative R&B', 'electronic']",2016,2010–present
5723,Shawn Mendes,23,Stitches,Stitches,['Pop'],2016,2013–present
5724,Drake,24,Hotline Bling,Hotline Bling,['PopR&B'],2016,2001–present
5725,Major Lazer,25,Cold Water,Cold Water,[],2016,2008–present 2007–present 2006–present
5726,Adele,26,Send My Love (To Your New Lover),Send My Love (To Your New Lover),['PopR&B'],2016,2006–present
5727,The Chainsmokers,27,Roses,Roses,['Dance-pop'],2016,2012–present 2014–present
5728,Shawn Mendes,28,Treat You Better,Treat You Better,['Pop'],2016,2013–present
5729,Drake,29,Too Good,Too Good,['Dancehall'],2016,2001–present 2003–present
5730,Future,30,Low Life,Low Life,['Traphip hop'],2016,2011-present 2009–present
5731,Justin Bieber,31,What Do You Mean?,What Do You Mean?,['Poptropical house'],2016,2007–present
5732,The Weeknd,32,The Hills,The Hills,['Alternative R&Btrapindustrialelectronic'],2016,2009–present
5733,P!nk,33,Just Like Fire,Just Like Fire,['Pop rockelectropop'],2016,1995–present
5734,DRAM,34,Broccoli,Broccoli,['Hip hoptrap'],2016,2009–present 2014–present
5735,Bryson Tiller,35,"[""Don't""]",Don't,[],2016,2011–present
5736,Ariana Grande,36,Dangerous Woman,Dangerous Woman,"['Pop', 'R&B', 'retro soul']",2016,2008–present
5737,Drake,37,Jumpman,Jumpman,['Hip hoptrap'],2016,2001–present 2011-present
5738,Gnash,38,"I Hate U, I Love U","I Hate U, I Love U",['Pop'],2016,2015–present 2013–present
5739,Alessia Cara,39,Here,Here,"['Pop', 'R&B']",2016,2014–present
5740,Selena Gomez,40,Same Old Love,Same Old Love,"['Electropop', 'synth-pop']",2016,2002–present
5741,Drake,41,Controlla,Controlla,['Dancehall'],2016,2001–present
5742,Meghan Trainor,42,"[""Like I'm Gonna Lose You""]",Like I'm Gonna Lose You,['Soul'],2016,2009–present 1997–present
5743,Charlie Puth,43,One Call Away,One Call Away,['Pop-soul'],2016,2009–present
5744,James Bay,44,Let It Go,Let It Go,['Indie rocksoulblues rocksoft rock'],2016,2013–present
5745,Meghan Trainor,45,No,No,"['Dance-pop', 'R&B']",2016,2009–present
5746,Zara Larsson,46,Never Forget You,Never Forget You,['EDM'],2016,2008–present 2011–present
5747,DJ Snake,47,Let Me Love You,Let Me Love You,['EDMtropical house'],2016,2000–present 2007–present
5748,Kent Jones,48,"[""Don't Mind""]",Don't Mind,['Hip hop'],2016,2013–present
5749,Florida Georgia Line,49,H.O.L.Y.,H.O.L.Y.,['Country'],2016,2010
5750,Charlie Puth,50,"[""We Don't Talk Anymore""]",We Don't Talk Anymore,['Pop'],2016,2009–present 2002–present
5751,Ariana Grande,51,Into You,Into You,"['Dance-pop', 'house', 'electro', 'EDM']",2016,2008–present
5752,Kiiara,52,Gold,Gold,"['Electropop', 'trap']",2016,2013–present
5753,Bryson Tiller,53,Exchange,Exchange,"['R&B', 'trap']",2016,2011–present
5754,Fetty Wap,54,679,679,['Hip hop'],2016,2013–present 2014-present
5755,Jeremih,55,Oui,Oui,['R&Btrap'],2016,2008–present
5756,Selena Gomez,56,Hands to Myself,Hands to Myself,['Dance-popsynth-pop'],2016,2002–present
5757,Kevin Gates,57,2 Phones,2 Phones,['Hip hop'],2016,2007–present
5758,The Weeknd,58,Starboy,Starboy,"['R&B', 'electropop']",2016,2009–present 1993–2021
5759,DJ Khaled,59,For Free,For Free,['Hip hop'],2016,1998–present 2001–present
5760,Flume,60,Never Be Like You,Never Be Like You,"['Future bass', 'alternative R&B']",2016,2010–present 2008–present
5761,The Weeknd,61,In the Night,In the Night,"['Disco', 'electro']",2016,2009–present
5762,Meghan Trainor,62,Me Too,Me Too,"['Electro', 'R&B']",2016,2009–present
5763,Elle King,63,s & Oh,Ex's & Oh's,"['Pop rock', 'blues rock', 'alternative rock']",2016,1998–present
5764,Thomas Rhett,64,Die a Happy Man,Die a Happy Man,"['Country pop', 'soft rock']",2016,2010–present
5765,Post Malone,65,White Iverson,White Iverson,['Trap'],2016,2011–present
5766,Nick Jonas,66,Close,Close,[],2016,2000–present 2006–present
5767,X Ambassadors,67,Unsteady,Unsteady,['Indie rock'],2016,2009–present
5768,Lil Wayne,68,Sucker for Pain,Sucker for Pain,"['Alternative hip hop', 'rap rock']",2016,1995–present 2005–present 2008–present 2010–2020 2021–present 2004–present 2009–present
5769,Yo Gotti,69,Down in the DM,Down in the DM,['Trap'],2016,1996–present 2004–present
5770,Tory Lanez,70,Luv,Luv,['Dancehall'],2016,2009–2022
5771,Beyoncé,71,Sorry,Sorry,['Electro-R&B'],2016,1997–present
5772,The Weeknd,72,"[""Can't Feel My Face""]",Can't Feel My Face,['Popdiscofunk'],2016,2009–present
5773,Coldplay,73,Hymn for the Weekend,Hymn for the Weekend,"['Alternative R&B', 'pop rock', 'art pop', 'indie rock']",2016,1997–present
5774,Tory Lanez,74,Say It,Say It,['Hip hopalternative R&B'],2016,2009–2022
5775,Travis Scott,75,Antidote,Antidote,"['Hip hop', 'trap']",2016,2008–present
5776,Ruth B,76,Lost Boy,Lost Boy,['Pop'],2016,2013–present
5777,Ariana Grande,77,Side to Side,Side to Side,['Reggae fusionpopdancehall'],2016,2008–present 2004–present
5778,Daya,78,"Sit Still, Look Pretty","Sit Still, Look Pretty",['Synthpop'],2016,2015–present
5779,Taylor Swift,79,Wildest Dreams,Wildest Dreams,"['Dream pop', 'synth-pop']",2016,2004–present
5780,DJ Snake,80,Middle,Middle,"['EDM', 'bass music']",2016,2000–present 2007–present
5781,Ellie Goulding,81,On My Mind,On My Mind,"['Electropop', 'R&B']",2016,2009–present
5782,Drake,82,Pop Style,Pop Style,['Hip hop'],2016,2001–present 1986–present 1996–present
5783,Adele,83,When We Were Young,When We Were Young,['Soul'],2016,2006–present
5784,Daya,84,Hide Away,Hide Away,['Synthpop'],2016,2015–present
5785,Major Lazer,85,Lean On,Lean On,"['Electronic', 'bhangra', 'moombahton']",2016,2008–present 2000–present 2006–present
5786,Shawn Mendes,86,I Know What You Did Last Summer,I Know What You Did Last Summer,['Pop'],2016,2013–present 2012–present
5787,Fat Joe,87,All the Way Up,All the Way Up,['Hip hop'],2016,1992–present 2000–present 2002–present
5788,Silentó,88,Watch Me,Watch Me,['Snap'],2016,2015–2021
5789,Chris Brown,89,Back to Sleep,Back to Sleep,['R&B'],2016,2002–present
5790,Usher,90,No Limit,No Limit,['R&Btrap'],2016,1993–present 2010–present
5791,O.T. Genasis,91,Cut It,Cut It,['Hip hoptrap'],2016,2011 2008–2021
5792,Kevin Gates,92,Really Really,Really Really,['Hip hop'],2016,2007–present
5793,Fifth Harmony,93,All In My Head (Flex),All In My Head (Flex),['Reggae-trap'],2016,2012–2018 2013–present
